,pid,ASIN,product_name,review,rating,img_link,skin_type,img_files,product_link,product_img
10,10,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,This is my absolute favorite moisturizer. It helps so much with dry patches during the winter time and even during the summer time it doesn't clog my pores or make you break out. It's such a great value I end up buying this versus the a.m. and p.m. because it's such a good value for the side and the money. I use this year round on my chest neck and face and I don't have any breakouts from it. I also love this because it's so easy to get and hardly ever out of stock. It's fragrance-free so it's good if you have sensitive skin and also my dermatologist recommended highly,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Qvj7Z0I8L.jpg,dry,dry_B07RK4HST7_pid10_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-6,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
11,11,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"Despite being open when I received it, I love this lotion. On the body it absorbs very quickly. On hands, less quickly. On face, even less quickly. But it's gentle, and truly not scented at all.  I love this stuff.",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71+CpEOdMrL.jpg,dry,dry_B07RK4HST7_pid11_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-7,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
12,12,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,It arrived broken but still usable.It works ok on my skin but after 30 minutes maybe an hr my skin feels dry again. I can tell it’s improved my skin though. I really like gold bond diabetics lotion seems to really keep you moisturized.,4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61agdZIP3ZL.jpg,https://images-na.ssl-images-amazon.com/images/I/61sxibl6oWL.jpg",dry,"dry_B07RK4HST7_pid12_0,dry_B07RK4HST7_pid12_1",https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-8,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
13,13,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"I have super sensitive skin and really bad acne. If you have dry, normal, or combination skin, this moisturizer is the one for you(they have other formulas for oily skin). This moisturizer works like a charm and has actually been helping me clear out my skin. It’s not too heavy and not too light. Highly recommend and I will purchase again.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61NnZo0m1FL.jpg,dry,dry_B07RK4HST7_pid13_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-9,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
14,14,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"Item was unprotected , anyone could open it before me , Cant use ... I payed money for nothing , thank you :)For future  use little extra money for protect your product pls <3",1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/716JqTcqPZL.jpg,https://images-na.ssl-images-amazon.com/images/I/71JAr8kA5-L.jpg",dry,"dry_B07RK4HST7_pid14_0,dry_B07RK4HST7_pid14_1",https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-10,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
15,15,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"Love the product and I would’ve given it five stars ⭐️ But I received the package with the lotion spilt all over.The picture shows the residual lotion, I put at least 4oz back in the bottle.",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Y2zcYOaAL.jpg,dry,dry_B07RK4HST7_pid15_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-11,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
16,16,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"This is a very good moisturizer , I first bought a small bottle from Walmart and used it.I was surprised , my skin became so soft, as I have sensitive skin this one is the best and its price is also affordable .when the small bottle is over I couldn't get it from Walmart as it is always out of stock.so I purchased from amazon.it is very good.. I happy about my purchase.PROLIGHTWEIGHTSKIN SUPER SOFTNO SMELLAFFORDABLE",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61FPvjxaFpL.jpg,dry,dry_B07RK4HST7_pid16_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-12,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
17,17,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"I am from malaysia, when i reach states here my skin condition become super dry. Until one day i saw one youtuber recommend this brand of lotion so i decided to try on. And yeah. Really unexpected that it suits my skin so well. Im loving it so much!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71i9eQx3K1L.jpg,dry,dry_B07RK4HST7_pid17_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-13,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
18,18,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,I’m so happy with my order. The package even came COMPLETELY wrapped so the lotion wouldn’t get anywhere if it broke.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Sn3l+u2mL.jpg,dry,dry_B07RK4HST7_pid18_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-14,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
19,19,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,Came in box without any wrapping and had scratches and black residue all over the bottles,2.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/717uhpQXAeL.jpg,https://images-na.ssl-images-amazon.com/images/I/71u+O1RafVL.jpg",dry,"dry_B07RK4HST7_pid19_0,dry_B07RK4HST7_pid19_1",https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-15,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
20,20,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"Huge!!!! Way bigger than I expected! Works perfectly for sensitive skin, I use it on my face in the morning and nighttime and my fave feels like a newborn baby",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71qLsPA9IAL.jpg,dry,dry_B07RK4HST7_pid20_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-16,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
21,21,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,The pump was damaged when I received it,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/5114CPH1fwL.jpg,dry,dry_B07RK4HST7_pid21_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-17,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
22,22,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,... where is my pump?! I paid $17 for this!,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61orGs5rqIL.jpg,dry,dry_B07RK4HST7_pid22_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-18,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
23,23,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,This brand will be always one of the fav drugstores one! I really recommend this one for combo skin! Love it,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Xkoz5M2dL.jpg,dry,dry_B07RK4HST7_pid23_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-19,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
24,24,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,the worst package I've ever receivedI wanna gave  it 0 star if I could,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71F393UJtVL.jpg,dry,dry_B07RK4HST7_pid24_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592563721&sr=8-20,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
25,25,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)",My Dermatologist recommended Cetaphil Daily Advance Lotion with Shea Butter because I have very dry skin sensitive skin.  When I apply this lotion there is an immediate feeling of relief.  I apply it all over my body right after the shower in the morning and reapply later in the day when needed.  There is no greasy feeling but my skin feels moisturized for 24 hours.  There is no Fragrance but it does have a really nice faint smell when you first apply it.The Combo pack with 2 bottles of the Daily Advance Lotion and the bonus travel size Gentle Skin Cleanser is great for my family.  We keep one bottle in each bathroom.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61kiOkKdzwL.jpg,dry,dry_B00352MHE2_pid25_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
26,26,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)","This is a very good moisturizing cream. Usually I use it on my face and hands in the morning and before sleep, also after wash my face and hands, it moisturizes my skin for a long time .My mother’s skin is dry ,this lotion makes her skin so soft. She loves it .",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71vuAQwu-FL.jpg,dry,dry_B00352MHE2_pid26_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-2,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
27,27,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)",Cream come in great shape very lovely sent and it's very heavy totally  worth the price love the buy . I have been wanting this cream for a while but it's so expensive  in my country ..but it's worth the buy guys:),5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/711LIrqJh1L.jpg,dry,dry_B00352MHE2_pid27_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-3,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
28,28,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)",So for now I am giving it five stars.. because the products were not damaged.. I will be making a YouTube video in a couple weeks to let y'all know it its worth it or not..,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81QWKRxcwCL.jpg,dry,dry_B00352MHE2_pid28_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-4,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
29,29,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)",I didn’t receive the correct product. It’s even smaller (10 fl oz)...,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71TH0WSXd0L.jpg,https://images-na.ssl-images-amazon.com/images/I/71x51MYmI6L.jpg",dry,"dry_B00352MHE2_pid29_0,dry_B00352MHE2_pid29_1",https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-5,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
30,30,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)","Lotions are great, but I'm extremely disappointed with the package! It just sits in a bag with no buffer, so the bottle is badly out of shape! The bottle cannot stand properly. How can I use it?",1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71aRd9yv2qL.jpg,dry,dry_B00352MHE2_pid30_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-6,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
31,31,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)",Sad that the product arrived as pictured without a pump.,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61UFdaKioZL.jpg,dry,dry_B00352MHE2_pid31_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-7,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
32,32,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)","The lotion is fine, doctor recommended. But please pray tell, tell me what I'm supposed to do with this?",3.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61+1IqOy0QL.jpg,dry,dry_B00352MHE2_pid32_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-8,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
33,33,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)","My skin loves this,  I have severe excema since I was a kid and for a normal application of lotion I put this on but for the extra dry spots like my face and arms and legs I use cetaphil restoraderm. Both great and feels better in my opinion than cerave",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71ZYD4zz3yL.jpg,dry,dry_B00352MHE2_pid33_0,https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-9,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
34,34,B00352MHE2,"Cetaphil Daily Advance Ultra Hydrating Lotion With Shea Butter For Dry, Sensitive Skin, 16 Fl Oz (Pack of 1)",this item is very good ..but it is damaged,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61pNOsWrn7L.jpg,https://images-na.ssl-images-amazon.com/images/I/71d1OrHnkvL.jpg,https://images-na.ssl-images-amazon.com/images/I/71h6vPdWkgL.jpg",dry,"dry_B00352MHE2_pid34_0,dry_B00352MHE2_pid34_1,dry_B00352MHE2_pid34_2",https://www.amazon.com/Cetaphil-Advance-Hydrating-Lotion-Sensitive/dp/B00352MHE2/ref=sr_1_1?dchild=1&keywords=B00352MHE2&qid=1592563730&sr=8-10,https://images-na.ssl-images-amazon.com/images/I/61-uHSjZgdL._SL1500_.jpg
