,pid,ASIN,product_name,review,rating,img_link,skin_type,img_files,product_link,product_img
10,10,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"Love the product and I would’ve given it five stars ⭐️ But I received the package with the lotion spilt all over.The picture shows the residual lotion, I put at least 4oz back in the bottle.",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Y2zcYOaAL.jpg,oily,oily_B07RK4HST7_pid10_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
11,11,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"This is a very good moisturizer , I first bought a small bottle from Walmart and used it.I was surprised , my skin became so soft, as I have sensitive skin this one is the best and its price is also affordable .when the small bottle is over I couldn't get it from Walmart as it is always out of stock.so I purchased from amazon.it is very good.. I happy about my purchase.PROLIGHTWEIGHTSKIN SUPER SOFTNO SMELLAFFORDABLE",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61FPvjxaFpL.jpg,oily,oily_B07RK4HST7_pid11_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
12,12,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"I am from malaysia, when i reach states here my skin condition become super dry. Until one day i saw one youtuber recommend this brand of lotion so i decided to try on. And yeah. Really unexpected that it suits my skin so well. Im loving it so much!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71i9eQx3K1L.jpg,oily,oily_B07RK4HST7_pid12_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
13,13,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,I’m so happy with my order. The package even came COMPLETELY wrapped so the lotion wouldn’t get anywhere if it broke.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Sn3l+u2mL.jpg,oily,oily_B07RK4HST7_pid13_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
14,14,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,Came in box without any wrapping and had scratches and black residue all over the bottles,2.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/717uhpQXAeL.jpg,https://images-na.ssl-images-amazon.com/images/I/71u+O1RafVL.jpg",oily,"oily_B07RK4HST7_pid14_0,oily_B07RK4HST7_pid14_1",https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
15,15,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,"Huge!!!! Way bigger than I expected! Works perfectly for sensitive skin, I use it on my face in the morning and nighttime and my fave feels like a newborn baby",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71qLsPA9IAL.jpg,oily,oily_B07RK4HST7_pid15_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
16,16,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,The pump was damaged when I received it,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/5114CPH1fwL.jpg,oily,oily_B07RK4HST7_pid16_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
17,17,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,... where is my pump?! I paid $17 for this!,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61orGs5rqIL.jpg,oily,oily_B07RK4HST7_pid17_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
18,18,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,This brand will be always one of the fav drugstores one! I really recommend this one for combo skin! Love it,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Xkoz5M2dL.jpg,oily,oily_B07RK4HST7_pid18_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
19,19,B07RK4HST7,CeraVe Daily Moisturizing Lotion | 19 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,the worst package I've ever receivedI wanna gave  it 0 star if I could,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71F393UJtVL.jpg,oily,oily_B07RK4HST7_pid19_0,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B07RK4HST7/ref=sr_1_1?dchild=1&keywords=B07RK4HST7&qid=1592511881&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/51YT4dO6bfL._SL1000_.jpg
20,20,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce","This product arrived in the packaging as shown in the picture. First of all, I'm surprised that there isn't a cap for this bottle or any sort of protection throughout the shipping process. More importantly, this wastes some of the product that I paid money for.As far as the product itself goes, the lotion is very good and works as advertised. This is the only reason I'm not rating Cetaphil's wash one out of five stars.",3.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71qX-iKt83L.jpg,oily,oily_B07GDT961B_pid20_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
21,21,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce","Is a super thin lotion, kind of smells funny almost like Elmer’s glue. Don’t get around eyes bc it burns. Otherwise i haven’t had many problems with the product",3.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/716j4iCdjaL.jpg,https://images-na.ssl-images-amazon.com/images/I/71o3I1+2cmL.jpg",oily,"oily_B07GDT961B_pid21_0,oily_B07GDT961B_pid21_1",https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
22,22,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",My package came with the plastic wrap cut on both sides !! I am considering this an open item!! .. I can’t trust this enough to put it on my face .. it could have been refilled!! Was waiting to try it,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/715jvAqZZ2L.jpg,https://images-na.ssl-images-amazon.com/images/I/71Jr-AOWyZL.jpg,https://images-na.ssl-images-amazon.com/images/I/71hVV9QlwDL.jpg",oily,"oily_B07GDT961B_pid22_0,oily_B07GDT961B_pid22_1,oily_B07GDT961B_pid22_2",https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
23,23,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce","SPF 30, 4 fl oz lasts me 5/6 months, usually worn under makeup",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/715k-ersElL.jpg,https://images-na.ssl-images-amazon.com/images/I/71d8a9IRwkL.jpg,https://images-na.ssl-images-amazon.com/images/I/71tKxUlDzWL.jpg",oily,"oily_B07GDT961B_pid23_0,oily_B07GDT961B_pid23_1,oily_B07GDT961B_pid23_2",https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
24,24,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",It was delivered to me like this so therefore it looses a star hopefully it’s the right product and not a sack,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/711S4R497lL.jpg,oily,oily_B07GDT961B_pid24_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
25,25,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce","It’s great item, but this is what i found when i opend the package (unfortunately) .. :(",2.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/615ey+sMhOL.jpg,https://images-na.ssl-images-amazon.com/images/I/71Go4nHXVrL.jpg,https://images-na.ssl-images-amazon.com/images/I/71IEGYCNy+L.jpg,https://images-na.ssl-images-amazon.com/images/I/71rkvW9y6vL.jpg,https://images-na.ssl-images-amazon.com/images/I/71xW1j60++L.jpg",oily,"oily_B07GDT961B_pid25_0,oily_B07GDT961B_pid25_1,oily_B07GDT961B_pid25_2,oily_B07GDT961B_pid25_3,oily_B07GDT961B_pid25_4",https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
26,26,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",Good product i use it before,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71rX6DApYCL.jpg,oily,oily_B07GDT961B_pid26_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
27,27,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",Very disappointed. The cap was not in its original box or the shipping box. It's not what I paid for.,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71LtUZClKXL.jpg,oily,oily_B07GDT961B_pid27_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
28,28,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce","I am acne prone so I was looking for a new moisturizer BC I was using the basic cetaphil moisturizer for my face. I bought it at Walmart for $15.00. At first it worked ok but as a few months ago my skin began to break out in these small bumps on my cheek areas which I never had, I mean thousands of them that are filled with white stuff that looks like the product. I thought it was bc I got off my birth control and was caused by some sort of hormonal balance. I went to my dermatologist and they prescribed me medication for my face. Something told me to look up reviews and there it was! Many others with the same issue! I thought this would help a person with skin issues like me! I wish I could get a refund and have them refund my copay :/They deserve no stars!!!",1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51-Dk85NVnL.jpg,oily,oily_B07GDT961B_pid28_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
29,29,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",Package all broken and open,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71gbv3ExceL.jpg,oily,oily_B07GDT961B_pid29_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
30,30,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",Uhhh I just received the item and it literally came like this and damaged.. I am so confused..,2.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/618pgluXoxL.jpg,https://images-na.ssl-images-amazon.com/images/I/71pyEVwjfwL.jpg",oily,"oily_B07GDT961B_pid30_0,oily_B07GDT961B_pid30_1",https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
31,31,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce","After another facial sunscreen made my face break out, I’ve been on the hunt for a Non-cosmodegenic facial sunscreen. Not just “oil free” not just “for acne-prone skin” I wanted it to say “Non-cosmodegenic” on the bottle. Well as it turns out only a handful of facial sunscreens for acne prone skin are labeled Non-cosmodegenic and most of the ones that are cost $30 and up, which just doesn’t work for me. The only other budget-friendly one was cerave and it was only SPF 15 and was the same price point as this one. So I bought this one and love it so far. It is super lightweight and rubs in completely matte (see photos). You can’t even tell you’re wearing sunscreen. I only needed about a dime size amount to cover my face and neck. So far, no breakouts! I purchased for daily use so I will update on how that goes over time.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/712vCvXa4IL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G-XGJgFxL.jpg,https://images-na.ssl-images-amazon.com/images/I/71Oot-SzLtL.jpg,https://images-na.ssl-images-amazon.com/images/I/71tRv8KQZmL.jpg,https://images-na.ssl-images-amazon.com/images/I/71vmXoq41IL.jpg",oily,"oily_B07GDT961B_pid31_0,oily_B07GDT961B_pid31_1,oily_B07GDT961B_pid31_2,oily_B07GDT961B_pid31_3,oily_B07GDT961B_pid31_4",https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
32,32,B07GDT961B,"Cetaphil Cetaphil PRO Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",Really Pleased with this.Wears nicely under makeup with no chalky appearance. Purchased it to go along with my morning regimen.Highly suggest it for oily skin.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71oSjATrmlL.jpg,oily,oily_B07GDT961B_pid32_0,https://www.amazon.com/Cetaphil-Absorbing-Moisturizer-Spectrum-Sunscreen/dp/B07GDT961B/ref=sr_1_1?dchild=1&keywords=B07GDT961B&qid=1592512190&sr=8-1,https://images-na.ssl-images-amazon.com/images/I/71x6u84UlpL._SL1500_.jpg
