,pid,ASIN,product_name,review,rating,img_link
35,35,B07W67Z3P7,"Vaseline Healthy Bright Complete 10 Body Lotion, 400 ml",Nice Product in this price..Fragrance is good..,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/613AjoYS9eL.jpg,https://images-na.ssl-images-amazon.com/images/I/71DI-F9R1yL.jpg,https://images-na.ssl-images-amazon.com/images/I/71hQaQmcfOL.jpg"
36,36,B07W67Z3P7,"Vaseline Healthy Bright Complete 10 Body Lotion, 400 ml",Received damaged product......,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61GcKpXkroL.jpg
37,37,B07W67Z3P7,"Vaseline Healthy Bright Complete 10 Body Lotion, 400 ml",Damaged product during transist,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61MXCaXuOoL.jpg
38,38,B07W8GZGPP,"Vaseline Healthy Bright Daily Brightening Body Lotion, 400 ml","This is good. I like the smell. The fragrance lasts long. As for the moisturizing effect, you might want to reapply after 6 or 8 hours. But the skin doesn't dry out. It leaves a white sheen after applying and it gets absorbed after 10 minutes. It's to be expected as this has sunscreen. I liked the product, it suits my skin (dry skin) and it serves the purpose. Worth the money. If you have dry skin go for it.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61HUg4DjOzL.jpg,https://images-na.ssl-images-amazon.com/images/I/61nQBOJN3+L.jpg,https://images-na.ssl-images-amazon.com/images/I/61tCeQAiMIL.jpg"
39,39,B07W8GZGPP,"Vaseline Healthy Bright Daily Brightening Body Lotion, 400 ml",Vary nice product at this range....I bought it for Rs 225It doesn't makes your face oily and gets quickly absorbed giving you a instant bright and glowing finishLove this product(^_^),5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71zSWJLE-8L.jpg
40,40,B07W8GZGPP,"Vaseline Healthy Bright Daily Brightening Body Lotion, 400 ml",Leakage and broken,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61ODzpCEH0L.jpg,https://images-na.ssl-images-amazon.com/images/I/61m7gGO5tdL.jpg,https://images-na.ssl-images-amazon.com/images/I/61m7gGO5tdL.jpg"
41,41,B07W8GZGPP,"Vaseline Healthy Bright Daily Brightening Body Lotion, 400 ml",I just love it too much the scent are really nice r u thinking to buy so quickly buy,4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61Imd5pSMfL.jpg,https://images-na.ssl-images-amazon.com/images/I/713IXBOKNiL.jpg"
42,42,B07W8GZGPP,"Vaseline Healthy Bright Daily Brightening Body Lotion, 400 ml",Plastic Lever is broken and not functioningKindly replace the item,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61cWV+qqGDL.jpg
43,43,B07W8GZGPP,"Vaseline Healthy Bright Daily Brightening Body Lotion, 400 ml",Product is very bad condition and duplicate product. Am not satisfied to amzone,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71+GD-gvE8L.jpg,https://images-na.ssl-images-amazon.com/images/I/71q39Im9QNL.jpg"
44,44,B07YWM9WMG,"Biotique Bio Creamy Coconut Ultra-Rich Body Lotion for Extra Dry Skin, 180ml",Why it is written as glow firm and lift face serum on backside label.. u fiilled some other product and labelled something else or so.. just asking or is it something else which m not able to understand.,2.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71M+0nCU8zL.jpg
45,45,B07YWM9WMG,"Biotique Bio Creamy Coconut Ultra-Rich Body Lotion for Extra Dry Skin, 180ml",A awesome product..,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61At60CKcnL.jpg
46,46,B07YWM9WMG,"Biotique Bio Creamy Coconut Ultra-Rich Body Lotion for Extra Dry Skin, 180ml",this is amazin...... Must try Biotique guys...,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71a+YAQ+YpL.jpg
47,47,B07YWM9WMG,"Biotique Bio Creamy Coconut Ultra-Rich Body Lotion for Extra Dry Skin, 180ml",A quality herbal body lotion. Soothing aroma and durable moisturizing effect.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/7125KSnq4+L.jpg
48,48,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml","smells good, very soft & oily moisturizer specially for winter. very good for dry skin ...very worthy to buy. received genuine product in good packaging condition.thanks amazon.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71mol9xUkpL.jpg,https://images-na.ssl-images-amazon.com/images/I/71nN-wb4cnL.jpg"
49,49,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",It came broken as you can see in the picture. I would like to return this item.I had read reviews of broken seals from this manufacturer still ordered as I though it might be one in 10 case. But now it looks like they send you the broken or defective pieces only,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/611wrl3W4SL.jpg,https://images-na.ssl-images-amazon.com/images/I/61o0k1npmOL.jpg"
50,50,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",Best of nivea bodylotion....There are many body lotion nivea brand...But cocoa is best beacuse its long lasting...and perfect moisture for skin.Its suitable for all type skin not only very dry skin.Good deal amazon,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71UYSbqZWQL.jpg,https://images-na.ssl-images-amazon.com/images/I/71dwvkm9k7L.jpg"
51,51,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",Best for dry skin...n i got it for 190/- ...such an amazing deal...,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Y+PrRCuwL.jpg
52,52,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",I have received the product in damaged condition. The seal was already broken and the content of the bottle was also consumed by 50%.,1.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61UnZJwkMYL.jpg
53,53,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml","Valuable product at the minimum price. Got at rs 170+10% card less+pick up cash back during great Indian Sale. And nothing to say about NIVEA, it's waste of time.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Cs9v9iYOL.jpg
54,54,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",I took is for my mom.... she told me that its genuine  and a good product according to its price range..  nourishes skin for long time... good for winter season.. cant use it in summer... you can use it as a bed cream if sleeping in AC....,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/615zYkfNUBL.jpg,https://images-na.ssl-images-amazon.com/images/I/71WcZ1Sc7sL.jpg"
55,55,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml","Good moisturizing lotion, good quality of lotion, its very Smoot on body and thin, but price is little high",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71hh8wFCPJL.jpg,https://images-na.ssl-images-amazon.com/images/I/71lLf-Y7ClL.jpg"
56,56,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml","Damaged product received top of the bottleI always buy this product is nice , but only problem is this time I get damage bottle",2.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/611+NQ+uG0L.jpg,https://images-na.ssl-images-amazon.com/images/I/61IBDfbnnhL.jpg"
57,57,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",Very nice product......... Good package.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71b8cIFspiL.jpg
58,58,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml","Good product, I love the smell, just awesome",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/710iC8x-VrL.jpg
59,59,B00NW7NTTW,"NIVEA Body Lotion, Oil in Lotion Cocoa Nourish, For Very Dry Skin, 400ml",Got a broken bottle .. pathetic,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61Mn3G+4+3L.jpg,https://images-na.ssl-images-amazon.com/images/I/71oownJZFaL.jpg"
60,60,B016ZA76QO,ST. D'VENCE Winter Edition Body Lotion with Tea Tree Oil and Shea Butter for Dry Skin,"HI THEREI have a sensitive & a bit dry skin so very choosy in buying any beauty product.I have been using ST DVENCI winter edition moisturiser for the past several months now.I'm going to share my experience & personal  views on this product &of course that might vary from one customer to the other .BOTTLE PACKAGINGBottle looks neat & attractive with a pump.But, as many customers pointed out the last 40 ml of cream is below the pump & getting it out is nuisance & irritating.WHAT'S INSIDE THE BOTTLETea tree ,jojoba & vitamin E oill ,shea butter,  alovera are some of the main ingredients.The cream is thick, creamy and spreads real quick on the skin.No sticky / oily feel.The fragrance is extremely pleasant.WHEN TO USE?Ideally after bath when our skin is still moistIS IT EFFECTIVE?Personally for me very effective. My skin looks soft, supple & thoroughly hydrated. It nourishes my skin from deep inside.Real quality product.Many reviewers have written how this is ideal for winter & for dry skinned people.According to me this moisturiser is also extremely suitable for MATURE SKIN (above 38+) I'm 40+ & by far this is the ideal cream I have ever come across.ANY NEGATIVES?Apart from the pump that doesn't allow the last 40 mls of cream out,none.FINAL WORDThick ,fragrant cream. Easy to use.My skin simply responded very well to this product.One can feel how well it nourishes the skin with in 3 to 4 days of usage.300 ml botte lasts approximately 45 to 50 days .(moderate use)Would I recommend this if you are interested in buying? Most certainly yes! Would I buy again? Yep.In fact i have already purchased 3 bottles.REVIEW UPDATE ON 24.02.2020My fourth bottle has a pump that's lengthier than the previous ones. Now, the cream can be pumped almost fully. I would like to give full credit to the manufacturers for listening to the consumer's feedback, act & increase the length of the pump. A simple but very effective improvement. Well Done!One more thing-  this cream is no longer for very dry skin people but for dry skin. The difference is now, it doesn't give long hours of moisturizing effect like before.HOPE THIS REVIEW IS USEFUL TO YOU",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/617NBGv3M4L.jpg,https://images-na.ssl-images-amazon.com/images/I/61DQFCEgwPL.jpg,https://images-na.ssl-images-amazon.com/images/I/61o9vMtkD0L.jpg"
61,61,B016ZA76QO,ST. D'VENCE Winter Edition Body Lotion with Tea Tree Oil and Shea Butter for Dry Skin,When u read the positive reviews nd trust the brand this thing will happen.check out the pictures below.,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61sW1NtT69L.jpg,https://images-na.ssl-images-amazon.com/images/I/71o4Wv0QxjL.jpg"
62,62,B016ZA76QO,ST. D'VENCE Winter Edition Body Lotion with Tea Tree Oil and Shea Butter for Dry Skin,Really  moisturizing and healing as it has goodness of teatree oil. The consistency is cream like not like lotion .nice product with goodness of all natural hearbs.. just problem with the container bit difficult to squeeze the cream out,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/710BCKNaCOL.jpg,https://images-na.ssl-images-amazon.com/images/I/71aya6Vi-dL.jpg"
63,63,B016ZA76QO,ST. D'VENCE Winter Edition Body Lotion with Tea Tree Oil and Shea Butter for Dry Skin,Good moisturiser. I have very rough skin on the back of my hands (spending hours near the kitchen stove) so I needed a moisturiser that will make them soft and supple. This moisturiser works well. Has a pleasant mild fragrance to it. It's non sticky as well and not oily. The packaging is good(100ml version). The only hassle being that the moisturiser is so thick that it takes a little effort to come out of the bottle.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61QQk52KsUL.jpg,https://images-na.ssl-images-amazon.com/images/I/61bs-7dWw8L.jpg,https://images-na.ssl-images-amazon.com/images/I/61iYq8VxI8L.jpg"
64,64,B016ZA76QO,ST. D'VENCE Winter Edition Body Lotion with Tea Tree Oil and Shea Butter for Dry Skin,Product is good and smell is also good.I have received an old stock.Manufacturing date is 05/2018. Though expiry is 36 months.  Stock is still a year and half old. Highly disappointed with amazon.,3.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71-d+bCckrL.jpg,https://images-na.ssl-images-amazon.com/images/I/71gwS-veIjL.jpg"
65,65,B016ZA76QO,ST. D'VENCE Winter Edition Body Lotion with Tea Tree Oil and Shea Butter for Dry Skin,This is what I use on daily basis. It's really great and the smell is minimalb and very pleasant . It's not sticky as such. Totally recommend it!!,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71NZculqjkL.jpg
66,66,B01659Y9WO,"Aveeno Skin Relief Moisturizing Lotion, 354 ml","It’s not original. Tried it once and haven’t used it again. The bottle lies untouched. Horrible “scent” and the feel of the product after use is just not right.I have been using this lotion since a long time now, was buying it from outside India. When I saw this product on Amazon, thought it would be genuine original product but it is not. My husband has a super sensitive skin, prone to rashes and the original product has been giving him good relief. After using this product just once his skin was burning and the smell made him nauseous.Humble request, please do not buy! It’s a fake product. It’s your skin please be careful what you put on it. A sheer waste of money and harming your own skin.",1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71TTGeD5LkL.jpg,https://images-na.ssl-images-amazon.com/images/I/71tzDBr0h3L.jpg"
67,67,B01659Y9WO,"Aveeno Skin Relief Moisturizing Lotion, 354 ml","Product came properly packaged. The moisturiser seems thick but spreads easily and is fast absorbent. So far, I have not suffered any breakouts even though I have sensitive skin. It moisturises deeply too. Will recommend.",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/51F8Ub+j27L.jpg,https://images-na.ssl-images-amazon.com/images/I/61CXWDV2HQL.jpg,https://images-na.ssl-images-amazon.com/images/I/710ZT76VEoL.jpg"
68,68,B01659Y9WO,"Aveeno Skin Relief Moisturizing Lotion, 354 ml","Product is Ok but the bottle was damaged , but no damaged parts were found in package I have doubt about the seller intention.",3.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/718ohwuU6uL.jpg
69,69,B01659Y9WO,"Aveeno Skin Relief Moisturizing Lotion, 354 ml","I used it for myself , but more importantly, for my one yr old kid , and it helped a lot in making her dry skin supple and soft . Don't buy the baby aveeno as it's costlier and this one can also be used for babies .",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/717Ko6me5+L.jpg
70,70,B01659Y9WO,"Aveeno Skin Relief Moisturizing Lotion, 354 ml","First time it was perfect for my skin but the second order was fake not good at all, I have pimple break out all over my face and it's making me dark, I don't know why I got a fake product after such a wonderful first experience,",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/711jG7Q1fML.jpg
71,71,B01659Y9WO,"Aveeno Skin Relief Moisturizing Lotion, 354 ml"," Keep moisture for more time without smell, Building of moisture. Creamy white color and smooth blend texture pack absorb quick and massage well till absorb it..",4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61Aftqxp9oL.jpg,https://images-na.ssl-images-amazon.com/images/I/61nvZl6Ki3L.jpg"
