,pid,ASIN,product_name,review,rating,img_link
10,10,B00EH99VY6,Lacto Calamine Face Lotion for Oil Balance - Oily Skin - 120 ml,The lactoCalamine lotion was delivered fast and the product is good. I got it in a good price. Satisfied,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61LhGnVY01L.jpg
11,11,B00EH99VY6,Lacto Calamine Face Lotion for Oil Balance - Oily Skin - 120 ml,Very good for oily skin.i got 148,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61qDQZas+zL.jpg,https://images-na.ssl-images-amazon.com/images/I/71LhuR-5S7L.jpg"
12,12,B071SDS4ZM,"Lacto Calamine Daily Face Care Lotion, Oil Balance for Combination Skin, 120ml (Pack of 2)",I am using Lacto Calamine since very long and I must tell you that it is one of the best lotion. It balances oil perfectly and nourishes your skin. I recommend you to use it during night time before sleep. Definitely give it a try!,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61xkiqlsywL.jpg
13,13,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I received this today and I wasn’t impressed. Cream is ok but didn't like the smell. Sadly, I could press the tube all the way down and have nothing come out (see attached photo). I feel like its a rip off. It seems there’s very low content in there. All for ₹349! Thats not cool!",3.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51sy9gVcUbL.jpg
14,14,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"Being a college going student in a place like punjab , these days the way pollution is increasing is actually giving adverse effects on skin .. specially a product that protects from pollution is one of the most important thing that is required.. and here mamaearth comes out with this lovely surprise of anti pollution face cream.Mama earth anti pollution face cream with Turmeric and pollustop help me protectmy oily skin from the dust. It is non sticky because of oil free formula. It keeps my skin hydrated.it use it whenever I'm going outside or apply under makeup also. It's natural ingredients make my skin allergy free.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71YXwK+dtfL.jpg,https://images-na.ssl-images-amazon.com/images/I/71ypOkN+aiL.jpg"
15,15,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"This unique lightweight cream offers tough protection from pollution and UV rays, while being gentle on the skin. The non-greasy formula forms a shield to protect against dirt, pollution, and the sun. Enriched with soothing Turmeric Extract and nourishing Carrot Extract, it keeps your skin calm and nourished. Turmeric Extract restores elasticity, brightens the complexion, and keeps skin moisturized. Carrot improves skin elasticity, nourishes, and repairs skin. Pollustop forms an invisible shield to protect your skin from free radical damage and acne-causing dirt.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61E1KwSqayL.jpg,https://images-na.ssl-images-amazon.com/images/I/7134BeqWspL.jpg,https://images-na.ssl-images-amazon.com/images/I/71fbvBg+FuL.jpg,https://images-na.ssl-images-amazon.com/images/I/71n9N2P0aUL.jpg"
16,16,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,First time tried a mama earth product. The Anti pollution cream is so light weight and soft in texture that it merges into the skin so quickly. The skin feels so soft. This is totally non oily cream that goes well for oily skin. Perfect moisturiser for everyday use before going out. The scent is so gentle. And not very strong which i love it. A perfect face cream for oily skin which helps in protection from pollution and also can be used before makeup.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/716dI7Du-HL.jpg,https://images-na.ssl-images-amazon.com/images/I/71CDfMDAkNL.jpg,https://images-na.ssl-images-amazon.com/images/I/71PjiC+d38L.jpg"
17,17,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I have become a fan of this beauty since i started using it. As the description says, it is antipollution, non greasy & light. It actually is. Feels like you haven't applied anything yet soo much moisturised and soft. Also the mild scent of indian herbs feels very soothing. It also works for hours and doesn't bring out the oil out on the skin. A must have in your skincare rituals. I will highly recommend it for the people with dry skin. Works good for me.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/81bF0-RaWtL.jpg
18,18,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"Oh I am in love with this amazing face cream..Right now in Delhi we are facing so much of pollution & if you apply this and step out of home your face skin is totally safe. It is oil free enriched with soothing turmeric extract and carrotml. It is paraben & sulphate free. Its anti-bacterial and antiseptic properties keep acne and pimples at bay. I will highly recommend to you all as it's safe, travel friendly, budget friendly.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71wLY0iamnL.jpg
19,19,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I'm gonna review their Anti-pollution cream. I received this around 10 days ago and I've been trying it out for a while. In my opinion this is a very creative concept because Pollution is a very big threat for the environment, health as well as SKIN too! So this cream protects your skin from all the dirt, nasty things that causes acne and many such skin problems! The most amazing thing is it's Paraben and Silicon free. It's super light on the skin and doesn't have that sticky-greasy feeling which I absolutely hate! It doesn't even have an overpowering smell which makes it even more good. It contains a lot of natural ingredients. You can wear it under make-up as well. It's super affordable too. What more do you want?💕😃I'd highly recommend this one guys.Priced at 349/-",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/717SngYyhuL.jpg,https://images-na.ssl-images-amazon.com/images/I/71DyR9zqaIL.jpg"
20,20,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"Mamaearth anti pollution face cream protects your skin from pollution , plus it is paraben and silicone free, I am a huge fan of this product. I am using this cream for 10days now. There isn’t any stickiness after I apply it on my face, and I am able to wear foundation and other makeup over it with no issues.It’s worthy to note that my skin is sensitive and oily And I used this cream at hot humid weather of Kolkata and during my vacation I used this cream at a very cold hill station, this face cream  works well at both the weather conditions. So I can say this is a moisturizer I can use year-round.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61FpzUf49qL.jpg,https://images-na.ssl-images-amazon.com/images/I/71YdyIOyFHL.jpg"
21,21,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml," Facial skin is very sensitive & city pollution is one of the major cause of your dull & rough skin. Not to worry, cuz pollution won't damage your skin anymore. Thanks to this amazing Anti Pollution Cream from Mamaearth.It's light & non greasy, paraben & silicone free and non comedogenic. Enriched withTurmeric - Reduces the free radical damage.Pollustop - Protects skin from sun damage & atmospheric pollution.Carrot Root Extract - Softens the skin tissue by infusing moisture.Daisy Flower Extract - Prevents hyperpigmentation.Best part is that this cream is suitable for every skin type. It creates a sheild on your skin against harmful pollutants to give you smooth and glowing skin.So if you are someone who travels a lot, I definitely recommend you to use Anti Pollution Cream.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71Vs54V5qGL.jpg
22,22,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I love how light and non greasy it is. I love how subtle the aroma is and it's not over powering, making it perfectly suitable for daily application. I've always appreciated the non oily cream formulas of mama earth, and I am not disappointed with this one either. It's a good pollution block cream with Turmeric and PM 2.5 Protection. So it really covers up for the entire dust, dirt and pollution your face skin has to go through. Paraben and Silicon free, this cream gets absorbed really fast into the skin. The cream provides good hydration with time too. I would suggest it for people with almost all skin types.Tip - Use it under your makeup for a great finish.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71axYIMhOOL.jpg
23,23,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,Mama earth is a very good brands for babies and now for mothers as well.. I bought this anti pollution day cream coz of the pollution in delhi ncr. This help me a lot and I am using this as a mostiourizer. This is non greasy and very good franges. This also hydrate my skin and I am using it twice in a day. I love this cream and would definitely try another products. I will also suggest other to try this...,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61vy0GdWJ-L.jpg
24,24,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I have been using this cream from one week. It is really very amazing. I love using this cream. Mamaearth products are 100% natural as this cream is a blend of turmeric extract and carrot root extract. Turmeric and carrot extracts are really very good for our skin. They have an excellent result. This Anti-Pollution cream suits any type of skin. It protects against pollution [ PM 2.5 - Particulate Matter in the size 2.5 ]. It is free from Parabean and silicon. It is also non comedogenic. It is light and non-greasy because of oil free formula. It has a great fragnance. Whenever i used to go somewhere i definately use this cream to protect my skin against pollution. It has a cooling effect on face.It keeps skin hydrated. I really feel good , my face become so soft after using this amazing cream. Anyone can use this Anti-Pollution Face Cream. This is an outstanding product from mamaearth.",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/611UJeFG9KL.jpg,https://images-na.ssl-images-amazon.com/images/I/61hppc-ADML.jpg,https://images-na.ssl-images-amazon.com/images/I/71h2AyAAWdL.jpg"
25,25,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"We all are aware of the harmful effects of pollution to our environment right? The effect it can have over our skin is not a surprise.With this unique lightweight anti pollution cream from @mamaearth.in say no to sun damage, atmospheric pollution and UV rays while still being gentle on your skin.You can use this cream on your face post toning it , before stepping out or it can also be used as a makeup primer which is like best of both the worlds. ✨And I kid you not, my overly sensitive skin did not even misbehave for once.Super fast delivery too, I got it delivered in one day! :)",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71WmWTw4s7L.jpg
26,26,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,I wanted to try Anti-Pollution cream since it’s launch.. Pollution that we tackle in everyday life while travelling for work or as in general does take a toll on our skin and how to protect was a question which seems to have ended with Mamaearth’s anti-pollution cream. I’m in love with the product as it seeps in well into the skin and doesn’t make it dry/oily thus helping makeup to stay and also protecting the skin. Just loving it.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/51A0X0lmu8L.jpg
27,27,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"It’s mild , light in skin , absorbs easily and perfect wear for my skin in daily basis as it’s made safe .Love this new product by mamaearth",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/717uA7qcLWL.jpg
28,28,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"Since i have been living in Delhi, I have been looking for products that protect the skin from pollution. This anti pollution cream from mamaearth has come as a savior for me. I use this before applying any makeup while going to college daily. It moistures my skin well. It is really lightweight and non oily plus suitable for all skin types. It protects my skin from harmful dust particles and pollution. The most important thing is that coming from mamaearth, it is free from harmful chemicals like paraben and uses natural ingredients. I think it is a must have for everyone plus it has complete value for money.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71uPgyZNG9L.jpg
29,29,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"So I recently got my hands on MamaEarth's Anti Pollution Cream just before I went for a picnic. And I must say, it came as a boon for me. I forgot to bring my moisturizer so I  tried this instead of my moisturizer & blended so well provided me moisture for a long time. I have been using this regularly on my face & body ever since then. Best product for Delhites to get rid of pollution affected skin. Heard a lot about this brand but its the first tym I tried & I'm impressed Mama Earth!!  Also, I loved the cute packaging :)",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71CkyitarCL.jpg,https://images-na.ssl-images-amazon.com/images/I/71OJJMMzooL.jpg,https://images-na.ssl-images-amazon.com/images/I/71UCY9zDjwL.jpg"
30,30,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"The pollution these days had been continuously ruining my skin until I found this anti-pollution face cream by mamaearth.It is paraben and silicon free, it is for all type of skin. I suggest you guys to buy this amazing product and protect your skin from pollution..",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61eIMfIjLkL.jpg
31,31,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"This product is such a game changer ! Protection from pollutants in today’s world is one of the most crucial things I feel. This product is really hydrating , the turmeric in it helps to brighten the skin and is really kore ne greasy and seeps right into your skin in no time! I’m really enjoying this product, it’s worth the value .",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61QE7zFPaxL.jpg
32,32,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I am a working professional so I have to travel a lot and therefore my skin gets polluted a lot, this mamaearth anti pollution cream is must specially for travellers it gives you hydration, protect your skin from pollution. Mamaearth is a chemical free products, it has natural ingredients which does not harm the skin and gives u soft supple skin.It's a must try product I have been using this around 10 days.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61vG-L7RJDL.jpg
33,33,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,It is like an all in one skin rescue product for me. Non greasy formula that saves the skin from harmful effects of sun and most importantly it has pollustop . I think the only product that protects your skin from pollution. Also it has turmeric which improves brightness and helps in fading blemishes too. I have been using it for 15 days and super happy with the result and absolute value for money,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/715dlz54o4L.jpg,https://images-na.ssl-images-amazon.com/images/I/71OLN+IJs8L.jpg,https://images-na.ssl-images-amazon.com/images/I/71QrwJvrRxL.jpg,https://images-na.ssl-images-amazon.com/images/I/71TYsbjMXxL.jpg"
34,34,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"Anti pollution cream is a must while travelling, because your skin start looking dull and prematured because pollution harms the texture of your skin so always wear this cream before stepping out of your home. This one protects your skin from pollution.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71S15CBKboL.jpg
35,35,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,Very amazing product . It's an ultimate sollution for dull skin due to pollution. It protects the skin from sun and atmospheric pollution and is oil free. It is light on skin and is paraben free. I have been using this product and and could not find a resedue of dust in my skin.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/614HLoiAhML.jpg
36,36,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I'm loving this face cream! I love supporting more natural product lines, and this one works beautifully for my skin.The harmful effects of smog and pollution are damaging our skin. This MAMA EARTH Anti- pollution Face cream is enriched with natural ingredients which goes into the skin and keeps your skin hydrated for the whole day. It makes my skin look more healthy and bright.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71WRxYu7tRL.jpg
37,37,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,Impressed by Mamaearth brand and their products. This Anti pollution cream is very light and has spf protection. Turmeric is good for skin. Liked the mild fragrance. My skin is normal to dry and it suited me. Paraben and sulphate free. Worth trying.,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61ILL+XbWZL.jpg
38,38,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"Comes from the trusted brand mamaearth and is absolutely a value product. Totally worth every penny. It is light weight and suits my skin type. Since it is free from harmful chemicals, I can rely on this cream to protect my skin from pollution.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71vVXi1pqNL.jpg
39,39,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"The Mama Earth Anti Pollution Face Cream is lightweight and provides protection from pollution, dirt and UV rays, while being gentle on the skin. It is enriched with soothing Turmeric and Carrot Extract which keeps skin calm and nourished.It is obviously dermatologically-tested, suitable for all skin types and completely free of harmful chemicals like Parabens, etc.I completely recommend this one!",4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71L+gWqNXjL.jpg
40,40,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,Undoubtedly one of the best anti pollution cream available in the market. Living in a metro city like Kolkata with lots of hustle and bustle there is always a need of a anti pollution cream and this particular product does the job really good,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71S-jhQLn1L.jpg,https://images-na.ssl-images-amazon.com/images/I/71l23DiWooL.jpg"
41,41,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I have been using this cream for a couple of days and trust me it protects my skin from dust and pollution and totally feeling a difference after using it. Contains all the natural ingredients like turmeric and carrot. Totally a chemical free product. Also it's oil-free, lightweight and non-greasy which feels good to skin. Totally recommends.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71u43Ts0PuL.jpg
42,42,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,This is the best for fighting against pollution i ise this everyday before going to college it’s way helpful no pimples due to pollution and no skin roughness best productBtw i love mama earth❤️,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71twAl+vAqL.jpg
43,43,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,This product has been so far the best anti pollution creams which are actually affective. The best part about this cream is it’s made with natural ingredients which causes no harm to our skin unlike the chemical formulated creams. Thumbs up for this one !,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71WnoBX+sQL.jpg
44,44,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,This product is really good . You could use it as a moisturiser for daily use .my skin is very dry but after using this product the dryness could not be noticed much . It's a must buy product as it makes your skin very soft and moisturised !,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71OkbhJ1vOL.jpg,https://images-na.ssl-images-amazon.com/images/I/71j43jDPggL.jpg"
45,45,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,I totally loved this cream. It's very light and non greasy and most importantly paraben and silicone free. It can be applied before make-up also . I am using it regularly before stepping out from home.It contains all natural ingredients.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71VHjk4rrcL.jpg
46,46,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"This cream is beating every other cream in my toiletry. Seriously, it's so hydrating at such a good price and the benefits of turmeric are making my skin glow.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/617PzVBlesL.jpg
47,47,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,Loved this product. I dont think there is any other antipollution cream and such an affordable price in market. It's really non greasy and the fact that its paraben and silicon free is cherry on the top.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71vGTXVfpgL.jpg
48,48,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"There’s nothing that I do not like about this product. You name it and it has it all. From the texture, to its scent and how it works for you. It’s all things fine. You should definitely give it a shot.",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71gn4+qiJsL.jpg
49,49,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,This product is pretty good. Really non sticky and keeps me skin safe from dust and pollution.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71SVA+3-JqL.jpg
50,50,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,It is a saviour in all this pollution specially if you are living in delhi/ncr. It’s anti pollution properties not just protects but also repairs the existing damage. My skin is feeling so smooth and light after I started using this product.,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61Uj0pqEyyL.jpg,https://images-na.ssl-images-amazon.com/images/I/71dA7L-QNKL.jpg"
51,51,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"I wanted to try this new mama earth anti-pollution cream - Light weight and soothing scent - it works wonder definitely with its best texture, Its been almost week i using this product, Super happy with Products!",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61QGkVphLIL.jpg,https://images-na.ssl-images-amazon.com/images/I/71B07Mc+wZL.jpg,https://images-na.ssl-images-amazon.com/images/I/71zh-Rd5OmL.jpg"
52,52,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,I just loved the prouduct . As the pollution is increasing day by day this is actually a saviour for our skin. Its formula is light weight and work wonders on my skin😍❤️ Its soo moisturizing non greasy and suits every skin type.❤️,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/718FC8GXlcL.jpg
53,53,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,It's come in a beautiful package. It's not greasy at the same time hydrates and moisturises  the skin evenly hence a good product under the makeup.It gives a instant glow with a lite scent. Certainly value for money.,5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/71jLoYH0KWL.jpg
54,54,B07YSLSNFM,Mamaearth Anti-Pollution Daily Face Cream for Dry & Oily Skin with Turmeric & Pollustop® For a Bright Glowing Skin 80ml,"If you want a budget friendly and natural product for skin care, you are at right stop!! This cream is good for oily skin, it has non greast formula and is parabens free as well !!",5.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61O0trdWiPL.jpg
55,55,B006LX9WCM,"NIVEA Body Lotion, Express Hydration, For Normal Skin, 400 ml",Nivea is an awesome brand.....this express hydration lotion quickly observers into your skin and gives a smooth touch and with regular use it makes your skin Hydrated,5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61pjDRvxMEL.jpg,https://images-na.ssl-images-amazon.com/images/I/71arSoO+0EL.jpg"
56,56,B006LX9WCM,"NIVEA Body Lotion, Express Hydration, For Normal Skin, 400 ml",The bottle received was broken. Not much but a small amount of lotion was leaked out.,1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/71BvZuF63tL.jpg,https://images-na.ssl-images-amazon.com/images/I/71QvzhlsqOL.jpg"
57,57,B006LX9WCM,"NIVEA Body Lotion, Express Hydration, For Normal Skin, 400 ml","Mfg date is Nov 2017,no expiry date (it has been hidden by the Amazon label. Bottle itself is dirty and the worst part is, this product is not returnable. I just have to trash it as I cannot risk my skin. It is totally disgusting. Please do not buy body care, personal care products which are not returnable.",1.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/61zWWVNZTxL.jpg,https://images-na.ssl-images-amazon.com/images/I/71uccwpxMxL.jpg"
